"","seqnames","start","end","width","strand","peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","symbol"
"8303","chr5",114443981,114444381,401,"*","chr5_114443981_114444381","X31190","ENSMUSG00000041939",114444269,114460591,16323,"+",0,"overlapStart",0,"Mvk","Mvk"
"8304","chr5",114443981,114444381,401,"*","chr5_114443981_114444381","X31190","ENSMUSG00000029575",114431034,114444059,13026,"-",0,"overlapStart",0,"Mmab","Mmab"
"8305","chr5",114567128,114567528,401,"*","chr5_114567128_114567528","X31191","ENSMUSG00000041930",114568016,114613220,45205,"+",487,"upstream",487,"Fam222a","Fam222a"
"8306","chr5",114690851,114691251,401,"*","chr5_114690851_114691251","X31197","ENSMUSG00000011884",114669403,114690984,21582,"-",0,"overlapStart",0,"Gltp","Gltp"
"8307","chr5",114707546,114707946,401,"*","chr5_114707546_114707946","X31199","ENSMUSG00000002486",114707760,114722327,14568,"+",0,"overlapStart",0,"Tchp","Tchp"
"8308","chr5",114773377,114773777,401,"*","chr5_114773377_114773777","X31201","ENSMUSG00000041870",114774677,114806200,31524,"+",899,"upstream",899,"Ankrd13a","Ankrd13a"
"8309","chr5",114774449,114774849,401,"*","chr5_114774449_114774849","X31202","ENSMUSG00000041870",114774677,114806200,31524,"+",0,"overlapStart",0,"Ankrd13a","Ankrd13a"
"8310","chr5",114813735,114814135,401,"*","chr5_114813735_114814135","X31205","ENSMUSG00000072694",114808196,114813976,5781,"-",0,"overlapStart",0,"1500011B03Rik","2610524H06Rik;1500011B03Rik"
"8311","chr5",114824181,114824581,401,"*","chr5_114824181_114824581","X31206","ENSMUSG00000092486",114821935,114823468,1534,"-",712,"upstream",712,"2610524H06Rik",NA
"8312","chr5",114942010,114942410,401,"*","chr5_114942010_114942410","X31210","ENSMUSG00000029559",114942158,114949783,7626,"+",0,"overlapStart",0,"2210016L21Rik","2210016L21Rik"
"8313","chr5",115010853,115011253,401,"*","chr5_115010853_115011253","X31211","ENSMUSG00000029550",115011137,115098790,87654,"+",0,"overlapStart",0,"Sppl3","Sppl3"
"8314","chr5",115119150,115119550,401,"*","chr5_115119150_115119550","X31216","ENSMUSG00000029545",115110299,115119346,9048,"-",0,"overlapStart",0,"Acads","Acads"
"8315","chr5",115134714,115135114,401,"*","chr5_115134714_115135114","X31218","ENSMUSG00000046562",115122550,115134975,12426,"-",0,"overlapStart",0,"Unc119b","Unc119b"
"8316","chr5",115158094,115158494,401,"*","chr5_115158094_115158494","X31220","ENSMUSG00000048578",115142981,115158179,15199,"-",0,"overlapStart",0,"Mlec","Mlec"
"8317","chr5",115272737,115273137,401,"*","chr5_115272737_115273137","X31225","ENSMUSG00000041740",115241412,115272898,31487,"-",0,"overlapStart",0,"Rnf10","Rnf10"
"8318","chr5",115300873,115301273,401,"*","chr5_115300873_115301273","X31227","ENSMUSG00000086368",115301120,115319208,18089,"+",0,"overlapStart",0,"Gm13830",NA
"8319","chr5",115300873,115301273,401,"*","chr5_115300873_115301273","X31227","ENSMUSG00000009013",115297110,115300999,3890,"-",0,"overlapStart",0,"Dynll1","Dynll1"
"8320","chr5",115326857,115327257,401,"*","chr5_115326857_115327257","X31229","ENSMUSG00000029538",115327177,115333080,5904,"+",0,"overlapStart",0,"Srsf9","Srsf9"
"8321","chr5",115340971,115341371,401,"*","chr5_115340971_115341371","X31231","ENSMUSG00000029535",115341225,115343569,2345,"+",0,"overlapStart",0,"Triap1","Triap1"
"8322","chr5",115340971,115341371,401,"*","chr5_115340971_115341371","X31231","ENSMUSG00000029536",115333242,115341178,7937,"-",0,"overlapStart",0,"Gatc","Gatc"
"8323","chr5",115348870,115349270,401,"*","chr5_115348870_115349270","X31232","ENSMUSG00000041697",115345642,115348981,3340,"-",0,"overlapStart",0,"Cox6a1","Cox6a1"
"8324","chr5",115489593,115489993,401,"*","chr5_115489593_115489993","X31234","ENSMUSG00000094377",115490254,115490394,141,"+",260,"upstream",260,"Gm24407","Gm24407"
"8325","chr5",115506384,115506784,401,"*","chr5_115506384_115506784","X31236","ENSMUSG00000029528",115506676,115555987,49312,"+",0,"overlapStart",0,"Pxn","Pxn"
"8326","chr5",115559185,115559585,401,"*","chr5_115559185_115559585","X31242","ENSMUSG00000067274",115559467,115563727,4261,"+",0,"overlapStart",0,"Rplp0","Rplp0"
"8327","chr5",115564974,115565374,401,"*","chr5_115564974_115565374","X31243","ENSMUSG00000041638",115565254,115622656,57403,"+",0,"overlapStart",0,"Gcn1l1","Gcn1"
"8328","chr5",115629670,115630070,401,"*","chr5_115629670_115630070","X31245","ENSMUSG00000029518",115631929,115647736,15808,"+",1858,"upstream",1858,"Rab35","Rab35"
"8329","chr5",115631631,115632031,401,"*","chr5_115631631_115632031","X31246","ENSMUSG00000029518",115631929,115647736,15808,"+",0,"overlapStart",0,"Rab35","Rab35"
"8330","chr5",115732493,115732893,401,"*","chr5_115732493_115732893","X31250","ENSMUSG00000041609",115648175,115731621,83447,"-",871,"upstream",871,"Ccdc64","Bicdl1"
"8331","chr5",115844941,115845341,401,"*","chr5_115844941_115845341","X31252","ENSMUSG00000029516",115845278,116008947,163670,"+",0,"overlapStart",0,"Cit","Cit"
"8332","chr5",116024318,116024718,401,"*","chr5_116024318_116024718","X31256","ENSMUSG00000029513",116013586,116024508,10923,"-",0,"overlapStart",0,"Prkab1","Prkab1"
"8333","chr5",117115890,117116290,401,"*","chr5_117115890_117116290","X31257","ENSMUSG00000066900",117091682,117115993,24312,"-",0,"overlapStart",0,"Suds3","Suds3"
"8334","chr5",117119789,117120189,401,"*","chr5_117119789_117120189","X31258","ENSMUSG00000061288",117120129,117275219,155091,"+",0,"overlapStart",0,"Taok3","Taok3"
"8335","chr5",117287454,117287854,401,"*","chr5_117287454_117287854","X31268","ENSMUSG00000032959",117282651,117287625,4975,"-",0,"overlapStart",0,"Pebp1","Pebp1"
"8336","chr5",117318797,117319197,401,"*","chr5_117318797_117319197","X31269","ENSMUSG00000066894",117319266,117355005,35740,"+",68,"upstream",68,"Vsig10","Vsig10"
"8337","chr5",117357138,117357538,401,"*","chr5_117357138_117357538","X31270","ENSMUSG00000029364",117357304,117378601,21298,"+",0,"overlapStart",0,"Wsb2","Wsb2"
"8338","chr5",117388892,117389292,401,"*","chr5_117388892_117389292","X31275","ENSMUSG00000086075",117389139,117393498,4360,"+",0,"overlapStart",0,"Gm15728",NA
"8339","chr5",117388892,117389292,401,"*","chr5_117388892_117389292","X31275","ENSMUSG00000029363",117378103,117389047,10945,"-",0,"overlapStart",0,"Rfc5","Rfc5"
"8340","chr5",117976517,117976917,401,"*","chr5_117976517_117976917","X31278","ENSMUSG00000032898",117976770,118010191,33422,"+",0,"overlapStart",0,"Fbxo21","Fbxo21"
"8341","chr5",117976517,117976917,401,"*","chr5_117976517_117976917","X31278","ENSMUSG00000088085",117976454,117976560,107,"-",0,"overlapStart",0,"Gm25343",NA
"8342","chr5",117977884,117978284,401,"*","chr5_117977884_117978284","X31279","ENSMUSG00000088085",117976454,117976560,107,"-",1323,"upstream",1323,"Gm25343",NA
"8343","chr5",118155256,118155656,401,"*","chr5_118155256_118155656","X31280","ENSMUSG00000032867",118064981,118155458,90478,"-",0,"overlapStart",0,"Fbxw8","Fbxw8"
"8344","chr5",118244919,118245319,401,"*","chr5_118244919_118245319","X31281","ENSMUSG00000032840",118245227,118266093,20867,"+",0,"overlapStart",0,"2410131K14Rik","Spring1"
"8345","chr5",118244919,118245319,401,"*","chr5_118244919_118245319","X31281","ENSMUSG00000032850",118190736,118245116,54381,"-",0,"overlapStart",0,"Rnft2","Rnft2"
"8346","chr5",118559872,118560272,401,"*","chr5_118559872_118560272","X31294","ENSMUSG00000018076",118560719,118765435,204717,"+",446,"upstream",446,"Med13l","Med13l"
"8347","chr5",120116277,120116677,401,"*","chr5_120116277_120116677","X31308","ENSMUSG00000029594",120116510,120197979,81470,"+",0,"overlapStart",0,"Rbm19","Rbm19"
"8348","chr5",120505306,120505706,401,"*","chr5_120505306_120505706","X31311","ENSMUSG00000029598",120483282,120503625,20344,"-",1680,"upstream",1680,"Plbd2","Plbd2"
"8349","chr5",120510973,120511373,401,"*","chr5_120510973_120511373","X31312","ENSMUSG00000032754",120511168,120534024,22857,"+",0,"overlapStart",0,"Slc8b1","Slc8b1"
"8350","chr5",120588518,120588918,401,"*","chr5_120588518_120588918","X31319","ENSMUSG00000029601",120589016,120607114,18099,"+",97,"upstream",97,"Iqcd","Iqcd"
"8351","chr5",120588518,120588918,401,"*","chr5_120588518_120588918","X31319","ENSMUSG00000032741",120534160,120588613,54454,"-",0,"overlapStart",0,"Tpcn1","Tpcn1"
"8352","chr5",120613033,120613433,401,"*","chr5_120613033_120613433","X31321","ENSMUSG00000029599",120613130,120628590,15461,"+",0,"overlapStart",0,"Ddx54","Ddx54"
"8353","chr5",120613033,120613433,401,"*","chr5_120613033_120613433","X31321","ENSMUSG00000029600",120594305,120612589,18285,"-",443,"upstream",443,"Rita1","Rita1"
"8354","chr5",120749713,120750113,401,"*","chr5_120749713_120750113","X31322","ENSMUSG00000032690",120730333,120749853,19521,"-",0,"overlapStart",0,"Oas2","Oas2"
"8355","chr5",120812386,120812786,401,"*","chr5_120812386_120812786","X31324","ENSMUSG00000029605",120812635,120824163,11529,"+",0,"overlapStart",0,"Oas1b","Oas1b"
"8356","chr5",120812386,120812786,401,"*","chr5_120812386_120812786","X31324","ENSMUSG00000001166",120800194,120812514,12321,"-",0,"overlapStart",0,"Oas1c","Oas1c"
"8357","chr5",120907386,120907786,401,"*","chr5_120907386_120907786","X31326","ENSMUSG00000052776",120896256,120907521,11266,"-",0,"overlapStart",0,"Oas1a","Oas1a"
"8358","chr5",121191242,121191642,401,"*","chr5_121191242_121191642","X31330","ENSMUSG00000043733",121130533,121191397,60865,"-",0,"overlapStart",0,"Ptpn11","Ptpn11"
"8359","chr5",121204278,121204678,401,"*","chr5_121204278_121204678","X31332","ENSMUSG00000029614",121204481,121209241,4761,"+",0,"overlapStart",0,"Rpl6","Rpl6"
"8360","chr5",121204278,121204678,401,"*","chr5_121204278_121204678","X31332","ENSMUSG00000064841",121205010,121205143,134,"+",331,"upstream",331,"Gm26205","LOC115490270"
"8361","chr5",121219999,121220399,401,"*","chr5_121219999_121220399","X31334","ENSMUSG00000042744",121220219,121368577,148359,"+",0,"overlapStart",0,"Gm15800","Hectd4"
"8362","chr5",121385116,121385854,739,"*","chr5_121385116_121385854","X31339","ENSMUSG00000042726",121371725,121385632,13908,"-",0,"overlapStart",0,"Trafd1","Trafd1"
"8363","chr5",121397619,121398019,401,"*","chr5_121397619_121398019","X31340","ENSMUSG00000042719",121397936,121444378,46443,"+",0,"overlapStart",0,"Naa25","Naa25"
"8364","chr5",121451208,121451608,401,"*","chr5_121451208_121451608","X31346","ENSMUSG00000029452",121451893,121524183,72291,"+",284,"upstream",284,"Tmem116","Tmem116"
"8365","chr5",121452281,121452681,401,"*","chr5_121452281_121452681","X31347","ENSMUSG00000029616",121428590,121452506,23917,"-",0,"overlapStart",0,"Erp29","Erp29"
"8366","chr5",121545839,121546239,401,"*","chr5_121545839_121546239","X31350","ENSMUSG00000029454",121518613,121545905,27293,"-",0,"overlapStart",0,"Mapkapk5","Mapkapk5"
"8367","chr5",121593840,121594240,401,"*","chr5_121593840_121594240","X31354","ENSMUSG00000029455",121566027,121593824,27798,"-",15,"upstream",15,"Aldh2","Aldh2"
"8368","chr5",121618621,121619021,401,"*","chr5_121618621_121619021","X31355","ENSMUSG00000042647",121598284,121618938,20655,"-",0,"overlapStart",0,"Acad12","Acad12"
"8369","chr5",121660295,121660695,401,"*","chr5_121660295_121660695","X31356","ENSMUSG00000029458",121660563,121687248,26686,"+",0,"overlapStart",0,"Brap","Brap"
"8370","chr5",121660295,121660695,401,"*","chr5_121660295_121660695","X31356","ENSMUSG00000029456",121621026,121660514,39489,"-",0,"overlapStart",0,"Acad10","Acad10"
"8371","chr5",121711188,121711588,401,"*","chr5_121711188_121711588","X31357","ENSMUSG00000042605",121711337,121816493,105157,"+",0,"overlapStart",0,"Atxn2","Atxn2"
"8372","chr5",121836564,121836964,401,"*","chr5_121836564_121836964","X31363","ENSMUSG00000042594",121815488,121836859,21372,"-",0,"overlapStart",0,"Sh2b3","Sh2b3"
"8373","chr5",121838594,121838994,401,"*","chr5_121838594_121838994","X31364","ENSMUSG00000042594",121815488,121836859,21372,"-",1734,"upstream",1734,"Sh2b3","Sh2b3"
"8374","chr5",121848016,121848416,401,"*","chr5_121848016_121848416","X31366","ENSMUSG00000044134",121849028,121854599,5572,"+",611,"upstream",611,"Fam109a","Pheta1"
"8375","chr5",121848715,121849115,401,"*","chr5_121848715_121849115","X31367","ENSMUSG00000044134",121849028,121854599,5572,"+",0,"overlapStart",0,"Fam109a","Pheta1"
"8376","chr5",122158058,122158458,401,"*","chr5_122158058_122158458","X31373","ENSMUSG00000004455",122158278,122175273,16996,"+",0,"overlapStart",0,"Ppp1cc","Ppp1cc;Ppp1ccb"
"8377","chr5",122264295,122264695,401,"*","chr5_122264295_122264695","X31379","ENSMUSG00000038593",122241287,122264460,23174,"-",0,"overlapStart",0,"Tctn1","Tctn1"
"8378","chr5",122284146,122284546,401,"*","chr5_122284146_122284546","X31381","ENSMUSG00000038582",122284365,122324281,39917,"+",0,"overlapStart",0,"Pptc7","Pptc7"
"8379","chr5",122354195,122354595,401,"*","chr5_122354195_122354595","X31385","ENSMUSG00000029462",122354369,122364984,10616,"+",0,"overlapStart",0,"Vps29","Vps29"
"8380","chr5",122354195,122354595,401,"*","chr5_122354195_122354595","X31385","ENSMUSG00000038569",122323223,122354233,31011,"-",0,"overlapStart",0,"Rad9b","Rad9b"
"8381","chr5",122372238,122372638,401,"*","chr5_122372238_122372638","X31386","ENSMUSG00000029463",122364580,122372364,7785,"-",0,"overlapStart",0,"Fam216a","Fam216a"
"8382","chr5",122391655,122392055,401,"*","chr5_122391655_122392055","X31387","ENSMUSG00000029465",122391878,122406179,14302,"+",0,"overlapStart",0,"Arpc3","Arpc3"
"8383","chr5",122502105,122502505,401,"*","chr5_122502105_122502505","X31391","ENSMUSG00000029467",122442702,122502225,59524,"-",0,"overlapStart",0,"Atp2a2","Atp2a2"
"8384","chr5",122614259,122614659,401,"*","chr5_122614259_122614659","X31395","ENSMUSG00000029469",122550204,122614518,64315,"-",0,"overlapStart",0,"Ift81","Ift81"
"8385","chr5",122707326,122707726,401,"*","chr5_122707326_122707726","X31400","ENSMUSG00000029470",122707584,122729738,22155,"+",0,"overlapStart",0,"P2rx4","P2rx4"
"8386","chr5",122779574,122779974,401,"*","chr5_122779574_122779974","X31404","ENSMUSG00000029471",122731173,122779410,48238,"-",163,"upstream",163,"Camkk2","Camkk2"
"8387","chr5",122821134,122821534,401,"*","chr5_122821134_122821534","X31405","ENSMUSG00000029472",122787469,122821339,33871,"-",0,"overlapStart",0,"Anapc5","Anapc5"
"8388","chr5",122849945,122850345,401,"*","chr5_122849945_122850345","X31407","ENSMUSG00000029474",122850188,122868945,18758,"+",0,"overlapStart",0,"Rnf34","Rnf34"
"8389","chr5",123014739,123015139,401,"*","chr5_123014739_123015139","X31412","ENSMUSG00000049686",123015074,123030450,15377,"+",0,"overlapStart",0,"Orai1","Orai1"
"8390","chr5",123014739,123015139,401,"*","chr5_123014739_123015139","X31412","ENSMUSG00000029475",122870668,123015080,144413,"-",0,"overlapStart",0,"Kdm2b","Kdm2b"
"8391","chr5",123132348,123132748,401,"*","chr5_123132348_123132748","X31419","ENSMUSG00000029449",123103044,123132692,29649,"-",0,"overlapStart",0,"Rhof","Rhof"
"8392","chr5",123141039,123141439,401,"*","chr5_123141039_123141439","X31422","ENSMUSG00000038384",123142193,123167435,25243,"+",753,"upstream",753,"Setd1b","Setd1b"
"8393","chr5",123228013,123228413,401,"*","chr5_123228013_123228413","X31425","ENSMUSG00000029440",123228190,123250131,21942,"+",0,"overlapStart",0,"Psmd9","Psmd9"
"8394","chr5",123344145,123344545,401,"*","chr5_123344145_123344545","X31426","ENSMUSG00000087336",123334332,123344437,10106,"-",0,"overlapStart",0,"Gm15860",NA
"8395","chr5",123394344,123394744,401,"*","chr5_123394344_123394744","X31428","ENSMUSG00000038342",123394798,123457932,63135,"+",53,"upstream",53,"Mlxip","Mlxip"
"8396","chr5",123397854,123398254,401,"*","chr5_123397854_123398254","X31429","ENSMUSG00000086700",123393649,123397957,4309,"-",0,"overlapStart",0,"Gm15747",NA
"8397","chr5",123508108,123508508,401,"*","chr5_123508108_123508508","X31431","ENSMUSG00000086753",123508395,123514011,5617,"+",0,"overlapStart",0,"Gm15751",NA
"8398","chr5",123508108,123508508,401,"*","chr5_123508108_123508508","X31431","ENSMUSG00000029431",123510460,123511882,1423,"+",1951,"upstream",1951,"B3gnt4","B3gnt4"
"8399","chr5",123524001,123524401,401,"*","chr5_123524001_123524401","X31432","ENSMUSG00000098951",123522637,123522695,59,"-",1305,"upstream",1305,"Mir7647","Mir7647"
"8400","chr5",123524001,123524401,401,"*","chr5_123524001_123524401","X31432","ENSMUSG00000029433",123509765,123524176,14412,"-",0,"overlapStart",0,"Diablo","Diablo"
"8401","chr5",123572853,123573253,401,"*","chr5_123572853_123573253","X31433","ENSMUSG00000029434",123528764,123573015,44252,"-",0,"overlapStart",0,"Vps33a","Vps33a"
"8402","chr5",123684276,123684676,401,"*","chr5_123684276_123684676","X31440","ENSMUSG00000049550",123577795,123684618,106824,"-",0,"overlapStart",0,"Clip1","Clip1"
"8403","chr5",123720842,123721242,401,"*","chr5_123720842_123721242","X31444","ENSMUSG00000029427",123698302,123721044,22743,"-",0,"overlapStart",0,"Zcchc8","Zcchc8"
"8404","chr5",123749321,123749721,401,"*","chr5_123749321_123749721","X31445","ENSMUSG00000029414",123749726,123821593,71868,"+",4,"upstream",4,"Kntc1","Kntc1"
"8405","chr5",123749321,123749721,401,"*","chr5_123749321_123749721","X31445","ENSMUSG00000029422",123728426,123749414,20989,"-",0,"overlapStart",0,"Rsrc2","Rsrc2"
"8406","chr5",123865415,123865815,401,"*","chr5_123865415_123865815","X31449","ENSMUSG00000045502",123863570,123865516,1947,"-",0,"overlapStart",0,"Hcar2","Hcar2"
"8407","chr5",123906851,123907251,401,"*","chr5_123906851_123907251","X31451","ENSMUSG00000023106",123907175,123928832,21658,"+",0,"overlapStart",0,"Denr","Denr"
"8408","chr5",124032134,124032534,401,"*","chr5_124032134_124032534","X31458","ENSMUSG00000066278",124004641,124032260,27620,"-",0,"overlapStart",0,"Vps37b","Vps37b"
"8409","chr5",124095802,124096202,401,"*","chr5_124095802_124096202","X31464","ENSMUSG00000029408",124061530,124095798,34269,"-",3,"upstream",3,"Abcb9","Abcb9"
"8410","chr5",124111803,124112203,401,"*","chr5_124111803_124112203","X31465","ENSMUSG00000023707",124112297,124115483,3187,"+",93,"upstream",93,"Ogfod2","Ogfod2"
"8411","chr5",124327809,124328209,401,"*","chr5_124327809_124328209","X31468","ENSMUSG00000047635",124328089,124341844,13756,"+",0,"overlapStart",0,"2810006K23Rik","2810006K23Rik"
"8412","chr5",124327809,124328209,401,"*","chr5_124327809_124328209","X31468","ENSMUSG00000038126",124250959,124327972,77014,"-",0,"overlapStart",0,"Mphosph9","Mphosph9"
"8413","chr5",124425823,124426223,401,"*","chr5_124425823_124426223","X31472","ENSMUSG00000099144",124425510,124425589,80,"-",233,"upstream",233,"Gm27486",NA
"8414","chr5",124425823,124426223,401,"*","chr5_124425823_124426223","X31472","ENSMUSG00000038095",124368702,124425914,57213,"-",0,"overlapStart",0,"Sbno1","Sbno1"
"8415","chr5",124439615,124440015,401,"*","chr5_124439615_124440015","X31473","ENSMUSG00000049327",124439930,124462308,22379,"+",0,"overlapStart",0,"Setd8","Kmt5a"
"8416","chr5",124478220,124478620,401,"*","chr5_124478220_124478620","X31479","ENSMUSG00000029401",124463265,124478366,15102,"-",0,"overlapStart",0,"Rilpl2","Rilpl2"
"8417","chr5",124480171,124480571,401,"*","chr5_124480171_124480571","X31480","ENSMUSG00000029401",124463265,124478366,15102,"-",1804,"upstream",1804,"Rilpl2","Rilpl2"
"8418","chr5",124483104,124483504,401,"*","chr5_124483104_124483504","X31481","ENSMUSG00000029402",124483134,124491124,7991,"+",0,"overlapStart",0,"Snrnp35","Snrnp35"
"8419","chr5",124531213,124531613,401,"*","chr5_124531213_124531613","X31483","ENSMUSG00000029392",124493082,124531391,38310,"-",0,"overlapStart",0,"Rilpl1","Rilpl1"
"8420","chr5",124540584,124540984,401,"*","chr5_124540584_124540984","X31484","ENSMUSG00000029390",124540695,124550506,9812,"+",0,"overlapStart",0,"Tmed2","Tmed2"
"8421","chr5",124552610,124553010,401,"*","chr5_124552610_124553010","X31485","ENSMUSG00000029389",124552864,124569660,16797,"+",0,"overlapStart",0,"Ddx55","Ddx55"
"8422","chr5",124578901,124579301,401,"*","chr5_124578901_124579301","X31486","ENSMUSG00000029387",124579140,124597680,18541,"+",0,"overlapStart",0,"Gtf2h3","Gtf2h3"
"8423","chr5",124578901,124579301,401,"*","chr5_124578901_124579301","X31486","ENSMUSG00000029388",124570213,124579131,8919,"-",0,"overlapStart",0,"Eif2b1","Eif2b1"
"8424","chr5",124628803,124629203,401,"*","chr5_124628803_124629203","X31490","ENSMUSG00000038023",124629067,124722144,93078,"+",0,"overlapStart",0,"Atp6v0a2","Atp6v0a2"
"8425","chr5",124862281,124862681,401,"*","chr5_124862281_124862681","X31492","ENSMUSG00000079215",124862691,124902693,40003,"+",9,"upstream",9,"Zfp664","Zfp664"
"8426","chr5",124862281,124862681,401,"*","chr5_124862281_124862681","X31492","ENSMUSG00000037979",124834418,124862424,28007,"-",0,"overlapStart",0,"Ccdc92","Ccdc92"
"8427","chr5",125180067,125180467,401,"*","chr5_125180067_125180467","X31503","ENSMUSG00000029478",125017153,125179219,162067,"-",847,"upstream",847,"Ncor2","Ncor2"
"8428","chr5",125389264,125389664,401,"*","chr5_125389264_125389664","X31516","ENSMUSG00000072612",125389322,125390554,1233,"+",0,"overlapStart",0,"Gm10382",NA
"8429","chr5",125391573,125391973,401,"*","chr5_125391573_125391973","X31517","ENSMUSG00000008348",125385965,125390202,4238,"-",1370,"upstream",1370,"Ubc","Ubc"
"8430","chr5",125433972,125434372,401,"*","chr5_125433972_125434372","X31521","ENSMUSG00000029480",125414406,125434048,19643,"-",0,"overlapStart",0,"Dhx37","Dhx37"
"8431","chr5",125441410,125441810,401,"*","chr5_125441410_125441810","X31522","ENSMUSG00000037905",125441568,125460872,19305,"+",0,"overlapStart",0,"Bri3bp","Bri3bp"
"8432","chr5",125475595,125475995,401,"*","chr5_125475595_125475995","X31525","ENSMUSG00000029482",125475814,125517412,41599,"+",0,"overlapStart",0,"Aacs","Aacs"
"8433","chr5",129008422,129008822,401,"*","chr5_129008422_129008822","X31537","ENSMUSG00000029428",128984557,129008574,24018,"-",0,"overlapStart",0,"Stx2","Stx2"
"8434","chr5",129019611,129020011,401,"*","chr5_129019611_129020011","X31538","ENSMUSG00000029430",129020069,129024323,4255,"+",57,"upstream",57,"Ran","Ran"
"8435","chr5",129501006,129501406,401,"*","chr5_129501006_129501406","X31539","ENSMUSG00000029439",129501231,129571383,70153,"+",0,"overlapStart",0,"Sfswap","Sfswap"
"8436","chr5",129583833,129584233,401,"*","chr5_129583833_129584233","X31541","ENSMUSG00000092933",129584155,129584229,75,"+",0,"includeFeature",0,"Gm22905",NA
"8437","chr5",129583833,129584233,401,"*","chr5_129583833_129584233","X31541","ENSMUSG00000029436",129584169,129608875,24707,"+",0,"overlapStart",0,"Mmp17","Mmp17"
"8438","chr5",129669960,129670360,401,"*","chr5_129669960_129670360","X31542","ENSMUSG00000051034",129654593,129670099,15507,"-",0,"overlapStart",0,"Zfp11","Zfp11"
"8439","chr5",129715249,129715649,401,"*","chr5_129715249_129715649","X31543","ENSMUSG00000034211",129715497,129718875,3379,"+",0,"overlapStart",0,"Mrps17","Mrps17"
"8440","chr5",129724915,129725315,401,"*","chr5_129724915_129725315","X31544","ENSMUSG00000029432",129725063,129758327,33265,"+",0,"overlapStart",0,"Gbas","Nipsnap2"
"8441","chr5",129724915,129725315,401,"*","chr5_129724915_129725315","X31544","ENSMUSG00000086916",129727046,129728385,1340,"+",1730,"upstream",1730,"Gm15903",NA
"8442","chr5",129787102,129787502,401,"*","chr5_129787102_129787502","X31546","ENSMUSG00000029447",129787439,129845820,58382,"+",0,"overlapStart",0,"Cct6a","Cct6a"
"8443","chr5",129787102,129787502,401,"*","chr5_129787102_129787502","X31546","ENSMUSG00000029446",129765558,129787252,21695,"-",0,"overlapStart",0,"Psph","Psph"
"8444","chr5",129846755,129847155,401,"*","chr5_129846755_129847155","X31547","ENSMUSG00000025538",129846990,129864050,17061,"+",0,"overlapStart",0,"Sumf2","Sumf2"
"8445","chr5",129887180,129887580,401,"*","chr5_129887180_129887580","X31548","ENSMUSG00000070493",129881156,129887470,6315,"-",0,"overlapStart",0,"Chchd2","Chchd2"
"8446","chr5",129895470,129895870,401,"*","chr5_129895470_129895870","X31549","ENSMUSG00000034173",129895723,129903623,7901,"+",0,"overlapStart",0,"Zbed5","Zbed5"
"8447","chr5",129908401,129908801,401,"*","chr5_129908401_129908801","X31550","ENSMUSG00000095789",129908540,129913789,5250,"+",0,"overlapStart",0,"Nupr1l","Nupr1l"
"8448","chr5",129941345,129941745,401,"*","chr5_129941345_129941745","X31552","ENSMUSG00000066735",129942109,129984745,42637,"+",363,"upstream",363,"Vkorc1l1","Vkorc1l1"
"8449","chr5",130002767,130003167,401,"*","chr5_130002767_130003167","X31555","ENSMUSG00000025534",129989011,130003049,14039,"-",0,"overlapStart",0,"Gusb","Gusb"
"8450","chr5",130029263,130029663,401,"*","chr5_130029263_130029663","X31557","ENSMUSG00000025532",130029290,130060789,31500,"+",0,"overlapStart",0,"Crcp","Crcp"
"8451","chr5",130144615,130145015,401,"*","chr5_130144615_130145015","X31561","ENSMUSG00000034110",130144861,130155806,10946,"+",0,"overlapStart",0,"Kctd7","Kctd7"
"8452","chr5",130171618,130172018,401,"*","chr5_130171618_130172018","X31563","ENSMUSG00000025340",130171798,130214342,42545,"+",0,"overlapStart",0,"Rabgef1","Rabgef1"
"8453","chr5",130255326,130255726,401,"*","chr5_130255326_130255726","X31566","ENSMUSG00000056310",130255619,130341563,85945,"+",0,"overlapStart",0,"Tyw1","Tyw1"
"8454","chr5",130255326,130255726,401,"*","chr5_130255326_130255726","X31566","ENSMUSG00000025337",130245731,130255530,9800,"-",0,"overlapStart",0,"Sbds","Sbds"
"8455","chr5",130256750,130257150,401,"*","chr5_130256750_130257150","X31567","ENSMUSG00000025337",130245731,130255530,9800,"-",1219,"upstream",1219,"Sbds","Sbds"
"8456","chr5",134099489,134099889,401,"*","chr5_134099489_134099889","X31575","ENSMUSG00000015944",134099711,134144343,44633,"+",0,"overlapStart",0,"Gatsl2","Castor2"
"8457","chr5",134099489,134099889,401,"*","chr5_134099489_134099889","X31575","ENSMUSG00000087344",134098412,134099208,797,"-",280,"upstream",280,"Gm15627",NA
"8458","chr5",134176586,134176986,401,"*","chr5_134176586_134176986","X31578","ENSMUSG00000061979",134148054,134176774,28721,"-",0,"overlapStart",0,"Wbscr16","Rcc1l"
"8459","chr5",134229442,134229842,401,"*","chr5_134229442_134229842","X31582","ENSMUSG00000015950",134220053,134229625,9573,"-",0,"overlapStart",0,"Ncf1","Ncf1"
"8460","chr5",134231385,134231785,401,"*","chr5_134231385_134231785","X31583","ENSMUSG00000015950",134220053,134229625,9573,"-",1759,"upstream",1759,"Ncf1","Ncf1"
