"","seqnames","start","end","width","strand","mcols.peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","entrez_id"
"2907","chr7",18746215,18746615,401,"*","chr7_18746215_18746615","X59423","ENSMUSG00000096479",18745103,18745209,107,"-",1005,"upstream",1005,"Gm24464","115486848"
"2908","chr7",18798307,18798707,401,"*","chr7_18798307_18798707","X59429","ENSMUSG00000004542",18789567,18798520,8954,"-",0,"overlapStart",0,"Psg19","26439"
"2909","chr7",18822534,18822934,401,"*","chr7_18822534_18822934","X59430","ENSMUSG00000004540",18813937,18821607,7671,"-",926,"upstream",926,"Psg17","26437"
"2910","chr7",18884463,18884863,401,"*","chr7_18884463_18884863","X59434","ENSMUSG00000030413",18884690,18890438,5749,"+",0,"overlapStart",0,"Pglyrp1","21946"
"2911","chr7",19887929,19888329,401,"*","chr7_19887929_19888329","X59466","ENSMUSG00000049848",19875742,19887965,12224,"-",0,"overlapStart",0,"Ceacam19","319930"
"2912","chr7",23300006,23300406,401,"*","chr7_23300006_23300406","X59485","ENSMUSG00000045693",23301275,23362270,60996,"+",868,"upstream",868,"Nlrp4e","446099"
"2913","chr7",23385579,23385979,401,"*","chr7_23385579_23385979","X59490","ENSMUSG00000015721",23385889,23441922,56034,"+",0,"overlapStart",0,"Nlrp5","23968"
"2914","chr7",23406815,23407215,401,"*","chr7_23406815_23407215","X59491","ENSMUSG00000095946",23406996,23407105,110,"+",0,"includeFeature",0,"Gm25196",NA
"2915","chr7",24302780,24303180,401,"*","chr7_24302780_24303180","X59536","ENSMUSG00000050605",24291039,24301232,10194,"-",1547,"upstream",1547,"Zfp61","22719"
"2916","chr7",24776774,24777174,401,"*","chr7_24776774_24777174","X59551","ENSMUSG00000054169",24777204,24784649,7446,"+",29,"upstream",29,"Ceacam10","26366"
"2917","chr7",25478021,25478421,401,"*","chr7_25478021_25478421","X59574","ENSMUSG00000074272",25461702,25477625,15924,"-",395,"upstream",395,"Ceacam1","26365"
"2918","chr7",25540218,25540618,401,"*","chr7_25540218_25540618","X59577","ENSMUSG00000054385",25516042,25540004,23963,"-",213,"upstream",213,"Ceacam2","26367"
"2919","chr7",25882220,25882620,401,"*","chr7_25882220_25882620","X59595","ENSMUSG00000091233",25882012,25882407,396,"-",0,"overlapStart",0,"Gm6434",NA
"2920","chr7",25897575,25897975,401,"*","chr7_25897575_25897975","X59598","ENSMUSG00000030483",25897620,25926624,29005,"+",0,"overlapStart",0,"Cyp2b10","13088"
"2921","chr7",26070466,26070866,401,"*","chr7_26070466_26070866","X59608","ENSMUSG00000101800",26072073,26072931,859,"+",1206,"upstream",1206,"Rnf170-ps",NA
"2922","chr7",26531043,26531443,401,"*","chr7_26531043_26531443","X59638","ENSMUSG00000094866",26531184,26531293,110,"+",0,"includeFeature",0,"Gm25947",NA
"2923","chr7",26686175,26686575,401,"*","chr7_26686175_26686575","X59644","ENSMUSG00000040650",26665227,26686437,21211,"-",0,"overlapStart",0,"Cyp2b23","243881"
"2924","chr7",27496964,27497364,401,"*","chr7_27496964_27497364","X59678","ENSMUSG00000053198",27499324,27520214,20891,"+",1959,"upstream",1959,"Prx","19153"
"2925","chr7",27841901,27842301,401,"*","chr7_27841901_27842301","X59689","ENSMUSG00000078779",27842855,27855086,12232,"+",553,"upstream",553,"Zfp59","22717"
"2926","chr7",27860497,27860897,401,"*","chr7_27860497_27860897","X59690","ENSMUSG00000020420",27862557,27879567,17011,"+",1659,"upstream",1659,"Zfp607","545938"
"2927","chr7",27927309,27927709,401,"*","chr7_27927309_27927709","X59694","ENSMUSG00000097455",27927724,27931003,3280,"+",14,"upstream",14,"Gm26891",NA
"2928","chr7",27949450,27949850,401,"*","chr7_27949450_27949850","X59695","ENSMUSG00000074243",27949155,27949763,609,"-",0,"overlapStart",0,"Gm10651",NA
"2929","chr7",28015933,28016333,401,"*","chr7_28015933_28016333","X59696","ENSMUSG00000096916",27984854,28014115,29262,"-",1817,"upstream",1817,"Zfp850","100043772"
"2930","chr7",28070991,28071391,401,"*","chr7_28070991_28071391","X59700","ENSMUSG00000047730",28071236,28120862,49627,"+",0,"overlapStart",0,"Fcgbp","215384"
"2931","chr7",28129444,28129844,401,"*","chr7_28129444_28129844","X59704","ENSMUSG00000078776",28129466,28164811,35346,"+",0,"overlapStart",0,"9530053A07Rik","319482"
"2932","chr7",29287190,29287590,401,"*","chr7_29287190_29287590","X59742","ENSMUSG00000037166",29289320,29293390,4071,"+",1729,"upstream",1729,"Ppp1r14a","68458"
"2933","chr7",30045750,30046150,401,"*","chr7_30045750_30046150","X59771","ENSMUSG00000053985",30038053,30044734,6682,"-",1015,"upstream",1015,"Zfp14","243906"
"2934","chr7",30459092,30459492,401,"*","chr7_30459092_30459492","X59784","ENSMUSG00000036915",30447534,30457690,10157,"-",1401,"upstream",1401,"Kirrel2","243911"
"2935","chr7",30598673,30599073,401,"*","chr7_30598673_30599073","X59786","ENSMUSG00000006310",30589681,30598909,9229,"-",0,"overlapStart",0,"Zbtb32","58206"
"2936","chr7",30612586,30612986,401,"*","chr7_30612586_30612986","X59788","ENSMUSG00000006313",30603092,30612734,9643,"-",0,"overlapStart",0,"Upk1a","109637"
"2937","chr7",30636114,30636514,401,"*","chr7_30636114_30636514","X59791","ENSMUSG00000006311",30633616,30635852,2237,"-",261,"upstream",261,"Etv2","14008"
"2938","chr7",30787684,30788084,401,"*","chr7_30787684_30788084","X59797","ENSMUSG00000074199",30787896,30791097,3202,"+",0,"overlapStart",0,"Krtdap","64661"
"2939","chr7",30923950,30924350,401,"*","chr7_30923950_30924350","X59803","ENSMUSG00000056978",30922372,30924181,1810,"-",0,"overlapStart",0,"Hamp2","66438"
"2940","chr7",31443698,31444098,401,"*","chr7_31443698_31444098","X59832","ENSMUSG00000101658",31443823,31444207,385,"+",0,"overlapStart",0,"Scgb1b28-ps",NA
"2941","chr7",31651299,31651699,401,"*","chr7_31651299_31651699","X59844","ENSMUSG00000101545",31652395,31652950,556,"+",695,"upstream",695,"Gm4373","100043337"
"2942","chr7",32056661,32057061,401,"*","chr7_32056661_32057061","X59850","ENSMUSG00000101777",32059024,32060008,985,"+",1962,"upstream",1962,"Gm9127","668361"
"2943","chr7",32057870,32058270,401,"*","chr7_32057870_32058270","X59851","ENSMUSG00000101777",32059024,32060008,985,"+",753,"upstream",753,"Gm9127","668361"
"2944","chr7",32332325,32332725,401,"*","chr7_32332325_32332725","X59862","ENSMUSG00000101520",32334182,32335501,1320,"+",1456,"upstream",1456,"Scgb1b12","668381"
"2945","chr7",33311130,33311530,401,"*","chr7_33311130_33311530","X59883","ENSMUSG00000096102",33312140,33313101,962,"+",609,"upstream",609,"Gm9167","668431"
"2946","chr7",33796522,33796922,401,"*","chr7_33796522_33796922","X59911","ENSMUSG00000101183",33795310,33796135,826,"-",386,"upstream",386,"Gm28614",NA
"2947","chr7",33797270,33797670,401,"*","chr7_33797270_33797670","X59912","ENSMUSG00000101183",33795310,33796135,826,"-",1134,"upstream",1134,"Gm28614",NA
"2948","chr7",33807971,33808371,401,"*","chr7_33807971_33808371","X59913","ENSMUSG00000094428",33808117,33808226,110,"+",0,"includeFeature",0,"Gm26443",NA
"2949","chr7",33904358,33904758,401,"*","chr7_33904358_33904758","X59924","ENSMUSG00000101203",33903280,33904117,838,"-",240,"upstream",240,"Gm28615",NA
"2950","chr7",33945033,33945433,401,"*","chr7_33945033_33945433","X59926","ENSMUSG00000066586",33943002,33945040,2039,"-",0,"overlapStart",0,"Scgb2b26","110187"
"2951","chr7",34013755,34014155,401,"*","chr7_34013755_34014155","X59927","ENSMUSG00000066584",34011921,34013942,2022,"-",0,"overlapStart",0,"Scgb2b27","233099"
"2952","chr7",34436943,34437343,401,"*","chr7_34436943_34437343","X59943","ENSMUSG00000085124",34438137,34520885,82749,"+",793,"upstream",793,"Gm12766",NA
"2953","chr7",34495785,34496185,401,"*","chr7_34495785_34496185","X59945","ENSMUSG00000081863",34495421,34496065,645,"-",0,"overlapStart",0,"Gm12780",NA
"2954","chr7",35537452,35537852,401,"*","chr7_35537452_35537852","X59976","ENSMUSG00000030491",35469098,35537745,68648,"-",0,"overlapStart",0,"Tdrd12","71981"
"2955","chr7",35804880,35805280,401,"*","chr7_35804880_35805280","X59979","ENSMUSG00000044452",35772343,35802989,30647,"-",1890,"upstream",1890,"Zfp507","668501"
"2956","chr7",36117502,36117902,401,"*","chr7_36117502_36117902","X60004","ENSMUSG00000066543",36118274,36118828,555,"+",371,"upstream",371,"Rpl17-ps9","100043872"
"2957","chr7",37138865,37139265,401,"*","chr7_37138865_37139265","X60072","ENSMUSG00000100905",37140541,37141711,1171,"+",1275,"upstream",1275,"Gm28075",NA
"2958","chr7",37669721,37670121,401,"*","chr7_37669721_37670121","X60106","ENSMUSG00000093540",37669799,37672228,2430,"+",0,"overlapStart",0,"4930505M18Rik",NA
"2959","chr7",39431417,39431817,401,"*","chr7_39431417_39431817","X60157","ENSMUSG00000098777",39431507,39431613,107,"+",0,"includeFeature",0,"Gm27437",NA
"2960","chr7",40468852,40469252,401,"*","chr7_40468852_40469252","X60182","ENSMUSG00000100650",40373302,40469240,95939,"-",0,"overlapStart",0,"Gm28807",NA
"2961","chr7",41573574,41573974,401,"*","chr7_41573574_41573974","X60236","ENSMUSG00000090744",41545674,41573662,27989,"-",0,"overlapStart",0,"Gm6871","102642386"
"2962","chr7",41573574,41573974,401,"*","chr7_41573574_41573974","X60236","ENSMUSG00000090341",41573277,41573745,469,"-",0,"overlapStart",0,"Gm17217",NA
"2963","chr7",41666729,41667129,401,"*","chr7_41666729_41667129","X60237","ENSMUSG00000074164",41667979,41727193,59215,"+",849,"upstream",849,"Vmn2r-ps54","75835"
"2964","chr7",42020595,42020995,401,"*","chr7_42020595_42020995","X60252","ENSMUSG00000092281",42020836,42021483,648,"+",0,"overlapStart",0,"Hmgb1-ps7",NA
"2965","chr7",42106956,42107356,401,"*","chr7_42106956_42107356","X60255","ENSMUSG00000048574",42105899,42107185,1287,"-",0,"overlapStart",0,"Gm5593","434175"
"2966","chr7",42359780,42360180,401,"*","chr7_42359780_42360180","X60270","ENSMUSG00000092411",42353705,42358002,4298,"-",1777,"upstream",1777,"Gm5594","100534301"
"2967","chr7",42464983,42465383,401,"*","chr7_42464983_42465383","X60276","ENSMUSG00000092301",42464888,42465369,482,"-",0,"overlapStart",0,"Gm6887",NA
"2968","chr7",42592331,42592731,401,"*","chr7_42592331_42592731","X60281","ENSMUSG00000092335",42579783,42592547,12765,"-",0,"overlapStart",0,"Gm7221","637776"
"2969","chr7",42604894,42605294,401,"*","chr7_42604894_42605294","X60283","ENSMUSG00000076180",42605156,42605265,110,"-",0,"includeFeature",0,"Gm24938",NA
"2970","chr7",42642491,42642891,401,"*","chr7_42642491_42642891","X60284","ENSMUSG00000074158",42609526,42642588,33063,"-",0,"overlapStart",0,"9830147E19Rik","208111"
"2971","chr7",42749949,42750349,401,"*","chr7_42749949_42750349","X60289","ENSMUSG00000092238",42750414,42751858,1445,"+",64,"upstream",64,"Gm6004",NA
"2972","chr7",42866846,42867246,401,"*","chr7_42866846_42867246","X60293","ENSMUSG00000092225",42816829,42867234,50406,"-",0,"overlapStart",0,"Gm2381","100039706"
"2973","chr7",42878223,42878623,401,"*","chr7_42878223_42878623","X60294","ENSMUSG00000092191",42878596,42880005,1410,"+",0,"overlapStart",0,"Gm7211",NA
"2974","chr7",42934840,42935240,401,"*","chr7_42934840_42935240","X60299","ENSMUSG00000090751",42903251,42933789,30539,"-",1050,"upstream",1050,"Vmn2r63","435975"
"2975","chr7",42967039,42967439,401,"*","chr7_42967039_42967439","X60301","ENSMUSG00000092459",42964583,42966822,2240,"-",216,"upstream",216,"Gm2302",NA
"2976","chr7",43505756,43506156,401,"*","chr7_43505756_43506156","X60324","ENSMUSG00000013353",43492044,43505940,13897,"-",0,"overlapStart",0,"4931406B18Rik","74054"
"2977","chr7",43841719,43842119,401,"*","chr7_43841719_43842119","X60347","ENSMUSG00000074155",43842269,43851181,8913,"+",149,"upstream",149,"Klk5","68668"
"2978","chr7",43942426,43942826,401,"*","chr7_43942426_43942826","X60353","ENSMUSG00000060161",43942662,43945927,3266,"+",0,"overlapStart",0,"Klk1b7-ps","16604"
"2979","chr7",43966721,43967121,401,"*","chr7_43966721_43967121","X60355","ENSMUSG00000063133",43966751,43971318,4568,"+",0,"overlapStart",0,"Klk1b1","16623"
"2980","chr7",43975821,43976221,401,"*","chr7_43975821_43976221","X60356","ENSMUSG00000059042",43976061,43980376,4316,"+",0,"overlapStart",0,"Klk1b9","13648"
"2981","chr7",43995631,43996031,401,"*","chr7_43995631_43996031","X60359","ENSMUSG00000044485",43995877,43999875,3999,"+",0,"overlapStart",0,"Klk1b11","16613"
"2982","chr7",44012588,44012988,401,"*","chr7_44012588_44012988","X60361","ENSMUSG00000053719",44012678,44016965,4288,"+",0,"overlapStart",0,"Klk1b26","16618"
"2983","chr7",44102204,44102604,401,"*","chr7_44102204_44102604","X60369","ENSMUSG00000066516",44102292,44106574,4283,"+",0,"overlapStart",0,"Klk1b21","16616"
"2984","chr7",44197972,44198372,401,"*","chr7_44197972_44198372","X60377","ENSMUSG00000066515",44198191,44202351,4161,"+",0,"overlapStart",0,"Klk1b3","18050"
"2985","chr7",44216156,44216556,401,"*","chr7_44216156_44216556","X60378","ENSMUSG00000066512",44216474,44220703,4230,"+",0,"overlapStart",0,"Klk1b5","16622"
"2986","chr7",44570962,44571362,401,"*","chr7_44570962_44571362","X60382","ENSMUSG00000002204",44572432,44586862,14431,"+",1069,"upstream",1069,"Napsa","16541"
"2987","chr7",44708665,44709065,401,"*","chr7_44708665_44709065","X60386","ENSMUSG00000066500",44708743,44719842,11100,"+",0,"overlapStart",0,"Izumo2","75510"
"2988","chr7",44747604,44748004,401,"*","chr7_44747604_44748004","X60387","ENSMUSG00000002205",44748413,44777515,29103,"+",408,"upstream",408,"Vrk3","101568"
"2989","chr7",45666059,45666459,401,"*","chr7_45666059_45666459","X60413","ENSMUSG00000055978",45648595,45666308,17714,"-",0,"overlapStart",0,"Fut2","14344"
"2990","chr7",46347628,46348028,401,"*","chr7_46347628_46348028","X60426","ENSMUSG00000103826",46349904,46350419,516,"+",1875,"upstream",1875,"RP23-178G8.1",NA
"2991","chr7",46712196,46712596,401,"*","chr7_46712196_46712596","X60443","ENSMUSG00000006763",46686108,46710680,24573,"-",1515,"upstream",1515,"Saal1","78935"
"2992","chr7",46796068,46796468,401,"*","chr7_46796068_46796468","X60447","ENSMUSG00000006599",46796103,46823800,27698,"+",0,"overlapStart",0,"Gtf2h1","14884"
"2993","chr7",46796068,46796468,401,"*","chr7_46796068_46796468","X60447","ENSMUSG00000014418",46760466,46796064,35599,"-",3,"upstream",3,"Hps5","246694"
"2994","chr7",46822631,46823031,401,"*","chr7_46822631_46823031","X60448","ENSMUSG00000087298",46820864,46821417,554,"-",1213,"upstream",1213,"Gm9392",NA
"2995","chr7",48386378,48386778,401,"*","chr7_48386378_48386778","X60498","ENSMUSG00000050870",48388526,48389648,1123,"+",1747,"upstream",1747,"Mrgprb8","404240"
"2996","chr7",48847878,48848278,401,"*","chr7_48847878_48848278","X60522","ENSMUSG00000030470",48830398,48848051,17654,"-",0,"overlapStart",0,"Csrp3","13009"
"2997","chr7",49857624,49858024,401,"*","chr7_49857624_49858024","X60562","ENSMUSG00000097864",49856162,49857600,1439,"-",23,"upstream",23,"Gm26856",NA
"2998","chr7",49974862,49975262,401,"*","chr7_49974862_49975262","X60570","ENSMUSG00000055409",49974864,50865255,890392,"+",0,"overlapStart",0,"Nell1","338352"
"2999","chr7",51510326,51510726,401,"*","chr7_51510326_51510726","X60585","ENSMUSG00000055489",51511029,51598709,87681,"+",302,"upstream",302,"Ano5","233246"
"3000","chr7",54835634,54836034,401,"*","chr7_54835634_54836034","X60643","ENSMUSG00000063297",54835959,55265366,429408,"+",0,"overlapStart",0,"Luzp2","233271"
"3001","chr7",55979681,55980081,401,"*","chr7_55979681_55980081","X60667","ENSMUSG00000085927",55979927,55980850,924,"+",0,"overlapStart",0,"Gm15888",NA
"3002","chr7",59500034,59500434,401,"*","chr7_59500034_59500434","X60723","ENSMUSG00000095314",59498041,59498119,79,"-",1914,"upstream",1914,"Gm25462","115486614"
"3003","chr7",66364431,66364831,401,"*","chr7_66364431_66364831","X60930","ENSMUSG00000078677",66365905,66386309,20405,"+",1073,"upstream",1073,"Gm10974",NA
"3004","chr7",66383701,66384101,401,"*","chr7_66383701_66384101","X60931","ENSMUSG00000098353",66381667,66381724,58,"-",1976,"upstream",1976,"Mir7057","102465640"
"3005","chr7",66741620,66742020,401,"*","chr7_66741620_66742020","X60957","ENSMUSG00000030510",66743504,66823692,80189,"+",1483,"upstream",1483,"Cers3","545975"
"3006","chr7",68353287,68353687,401,"*","chr7_68353287_68353687","X61031","ENSMUSG00000086410",68338668,68353201,14534,"-",85,"upstream",85,"Gm16158",NA
"3007","chr7",71351348,71351748,401,"*","chr7_71351348_71351748","X61103","ENSMUSG00000099558",71351451,71391272,39822,"+",0,"overlapStart",0,"Gm29295",NA
"3008","chr7",71351348,71351748,401,"*","chr7_71351348_71351748","X61103","ENSMUSG00000070511",71348961,71351485,2525,"-",0,"overlapStart",0,"Gm10295",NA
"3009","chr7",74015192,74015592,401,"*","chr7_74015192_74015592","X61186","ENSMUSG00000025789",73939119,74013690,74572,"-",1501,"upstream",1501,"St8sia2","20450"
"3010","chr7",78888038,78888438,401,"*","chr7_78888038_78888438","X61304","ENSMUSG00000065609",78888277,78888373,97,"+",0,"includeFeature",0,"Mir7-2","723884"
"3011","chr7",78894108,78894508,401,"*","chr7_78894108_78894508","X61305","ENSMUSG00000030609",78895854,78911209,15356,"+",1345,"upstream",1345,"Aen","68048"
"3012","chr7",79708540,79708940,401,"*","chr7_79708540_79708940","X61353","ENSMUSG00000039133",79710283,79712357,2075,"+",1342,"upstream",1342,"9330171B17Rik",NA
"3013","chr7",79734662,79735062,401,"*","chr7_79734662_79735062","X61356","ENSMUSG00000030546",79721164,79732776,11613,"-",1885,"upstream",1885,"Plin1","103968"
"3014","chr7",80238721,80239121,401,"*","chr7_80238721_80239121","X61367","ENSMUSG00000082954",80237680,80237944,265,"-",776,"upstream",776,"Gm15504",NA
"3015","chr7",81058197,81058597,401,"*","chr7_81058197_81058597","X61390","ENSMUSG00000085194",81059113,81066307,7195,"+",515,"upstream",515,"Gm16012",NA
"3016","chr7",81112702,81113102,401,"*","chr7_81112702_81113102","X61393","ENSMUSG00000025726",81114799,81170416,55618,"+",1696,"upstream",1696,"Slc28a1","434203"
"3017","chr7",81495383,81495783,401,"*","chr7_81495383_81495783","X61420","ENSMUSG00000062444",81460399,81493925,33527,"-",1457,"upstream",1457,"Ap3b2","11775"
"3018","chr7",82171708,82172108,401,"*","chr7_82171708_82172108","X61455","ENSMUSG00000030638",82173840,82307419,133580,"+",1731,"upstream",1731,"Sh3gl3","20408"
"3019","chr7",82850709,82851109,401,"*","chr7_82850709_82851109","X61490","ENSMUSG00000030636",82851599,82859849,8251,"+",489,"upstream",489,"1700010L04Rik","619808"
"3020","chr7",83882398,83882798,401,"*","chr7_83882398_83882798","X61524","ENSMUSG00000038503",83884466,83901532,17067,"+",1667,"upstream",1667,"Mesdc2","67943"
"3021","chr7",84087828,84088228,401,"*","chr7_84087828_84088228","X61534","ENSMUSG00000052353",83932857,84086502,153646,"-",1325,"upstream",1325,"Cemip","80982"
"3022","chr7",84150981,84151381,401,"*","chr7_84150981_84151381","X61537","ENSMUSG00000097016",84152358,84194973,42616,"+",976,"upstream",976,"Gm26708",NA
"3023","chr7",84800963,84801363,401,"*","chr7_84800963_84801363","X61551","ENSMUSG00000092429",84801034,84803163,2130,"+",0,"overlapStart",0,"Gm18958",NA
"3024","chr7",84812677,84813077,401,"*","chr7_84812677_84813077","X61555","ENSMUSG00000092217",84810428,84811444,1017,"-",1232,"upstream",1232,"Vmn2r-ps62",NA
"3025","chr7",85416498,85416898,401,"*","chr7_85416498_85416898","X61580","ENSMUSG00000091006",85406376,85415676,9301,"-",821,"upstream",821,"Vmn2r69","330581"
"3026","chr7",85820470,85820870,401,"*","chr7_85820470_85820870","X61590","ENSMUSG00000092287",85821939,85822258,320,"+",1068,"upstream",1068,"Vmn2r-ps77","100124567"
"3027","chr7",89761606,89762006,401,"*","chr7_89761606_89762006","X61649","ENSMUSG00000089938",89761463,89761675,213,"-",0,"overlapStart",0,"Gm15744",NA
"3028","chr7",89903292,89903692,401,"*","chr7_89903292_89903692","X61659","ENSMUSG00000039391",89866148,89903629,37482,"-",0,"overlapStart",0,"Ccdc81","70884"
"3029","chr7",90267142,90267542,401,"*","chr7_90267142_90267542","X61670","ENSMUSG00000030617",90223878,90265432,41555,"-",1709,"upstream",1709,"Ccdc83","75338"
"3030","chr7",92636387,92636787,401,"*","chr7_92636387_92636787","X61687","ENSMUSG00000103887",92637208,92637526,319,"+",420,"upstream",420,"RP23-474B13.1",NA
"3031","chr7",93006631,93007031,401,"*","chr7_93006631_93007031","X61699","ENSMUSG00000097644",93006982,93104789,97808,"+",0,"overlapStart",0,"Gm26862",NA
"3032","chr7",93080639,93081039,401,"*","chr7_93080639_93081039","X61701","ENSMUSG00000054061",93052081,93081027,28947,"-",0,"overlapStart",0,"Gm9934",NA
"3033","chr7",95957909,95958309,401,"*","chr7_95957909_95958309","X61738","ENSMUSG00000055099",95958215,95961613,3399,"+",0,"overlapStart",0,"Gm9966",NA
"3034","chr7",96171212,96171612,401,"*","chr7_96171212_96171612","X61746","ENSMUSG00000048078",96171244,96911093,739850,"+",0,"overlapStart",0,"Tenm4","23966"
"3035","chr7",97419082,97419482,401,"*","chr7_97419082_97419482","X61785","ENSMUSG00000035686",97412938,97417730,4793,"-",1351,"upstream",1351,"Thrsp","21835"
"3036","chr7",97919890,97920290,401,"*","chr7_97919890_97920290","X61802","ENSMUSG00000035582",97919955,98049663,129709,"+",0,"overlapStart",0,"Gdpd4","233537"
"3037","chr7",99268835,99269235,401,"*","chr7_99268835_99269235","X61841","ENSMUSG00000097015",99260482,99267218,6737,"-",1616,"upstream",1616,"Gm26705","381967"
"3038","chr7",99654734,99655134,401,"*","chr7_99654734_99655134","X61850","ENSMUSG00000065698",99653688,99653818,131,"-",915,"upstream",915,"Gm25409","115485613"
"3039","chr7",100662040,100662440,401,"*","chr7_100662040_100662440","X61888","ENSMUSG00000030701",100642892,100662414,19523,"-",0,"overlapStart",0,"Plekhb1","27276"
"3040","chr7",100761419,100761819,401,"*","chr7_100761419_100761819","X61891","ENSMUSG00000097388",100760805,100761806,1002,"-",0,"overlapStart",0,"Gm3200","100041204"
"3041","chr7",101238138,101238538,401,"*","chr7_101238138_101238538","X61906","ENSMUSG00000082509",101238341,101239278,938,"+",0,"overlapStart",0,"Gm15673",NA
"3042","chr7",101315895,101316295,401,"*","chr7_101315895_101316295","X61909","ENSMUSG00000030688",101317086,101346626,29541,"+",790,"upstream",790,"Stard10","56018"
"3043","chr7",101420291,101420691,401,"*","chr7_101420291_101420691","X61911","ENSMUSG00000030653",101421691,101512829,91139,"+",999,"upstream",999,"Pde2a","207728"
"3044","chr7",101573934,101574334,401,"*","chr7_101573934_101574334","X61917","ENSMUSG00000067121",101573460,101574321,862,"-",0,"overlapStart",0,"Gm7027","630138"
"3045","chr7",103580926,103581326,401,"*","chr7_103580926_103581326","X61987","ENSMUSG00000096906",103581267,103581376,110,"+",0,"overlapStart",0,"Gm26506",NA
"3046","chr7",103827712,103828112,401,"*","chr7_103827712_103828112","X61992","ENSMUSG00000052305",103826534,103828096,1563,"-",0,"overlapStart",0,"Hbb-bs","15129;100503605"
"3047","chr7",103827712,103828112,401,"*","chr7_103827712_103828112","X61992","ENSMUSG00000083967",103829636,103829899,264,"+",1523,"upstream",1523,"Gm15115",NA
"3048","chr7",103882901,103883301,401,"*","chr7_103882901_103883301","X61993","ENSMUSG00000058200",103881306,103882241,936,"-",659,"upstream",659,"Olfr66","18367"
"3049","chr7",103882901,103883301,401,"*","chr7_103882901_103883301","X61993","ENSMUSG00000083854",103882654,103883004,351,"-",0,"overlapStart",0,"Dnajc19-ps",NA
"3050","chr7",104039751,104040151,401,"*","chr7_104039751_104040151","X61999","ENSMUSG00000073932",104039798,104040736,939,"+",0,"overlapStart",0,"Olfr641","259075"
"3051","chr7",104182034,104182434,401,"*","chr7_104182034_104182434","X62007","ENSMUSG00000042909",104179456,104180406,951,"-",1627,"upstream",1627,"Olfr648","258746"
"3052","chr7",104196021,104196421,401,"*","chr7_104196021_104196421","X62008","ENSMUSG00000044899",104189266,104195960,6695,"-",60,"upstream",60,"Olfr649","259057"
"3053","chr7",104205978,104206378,401,"*","chr7_104205978_104206378","X62009","ENSMUSG00000081859",104206014,104207009,996,"+",0,"overlapStart",0,"Olfr650-ps1",NA
"3054","chr7",104950204,104950604,401,"*","chr7_104950204_104950604","X62042","ENSMUSG00000094685",104949176,104950441,1266,"-",0,"overlapStart",0,"Gm5900",NA
"3055","chr7",104951509,104951909,401,"*","chr7_104951509_104951909","X62043","ENSMUSG00000094685",104949176,104950441,1266,"-",1067,"upstream",1067,"Gm5900",NA
"3056","chr7",105424692,105425092,401,"*","chr7_105424692_105425092","X62061","ENSMUSG00000030898",105425817,105470898,45082,"+",724,"upstream",724,"Cckbr","12426"
"3057","chr7",107209257,107209657,401,"*","chr7_107209257_107209657","X62116","ENSMUSG00000073894",107209445,107210916,1472,"+",0,"overlapStart",0,"Rbmxl2","76572"
"3058","chr7",107319530,107319930,401,"*","chr7_107319530_107319930","X62119","ENSMUSG00000076951",107319654,107319763,110,"-",0,"includeFeature",0,"Gm24932",NA
"3059","chr7",107567412,107567812,401,"*","chr7_107567412_107567812","X62127","ENSMUSG00000051041",107567446,107591094,23649,"+",0,"overlapStart",0,"Olfml1","244198"
"3060","chr7",107757647,107758047,401,"*","chr7_107757647_107758047","X62146","ENSMUSG00000048065",107748455,107758032,9578,"-",0,"overlapStart",0,"Cyb5r2","320635"
"3061","chr7",108542636,108543036,401,"*","chr7_108542636_108543036","X62176","ENSMUSG00000060759",108544527,108545498,972,"+",1490,"upstream",1490,"Olfr503","259143"
"3062","chr7",109438788,109439188,401,"*","chr7_109438788_109439188","X62212","ENSMUSG00000031027",109279223,109439081,159859,"-",0,"overlapStart",0,"Stk33","117229"
"3063","chr7",109507750,109508150,401,"*","chr7_109507750_109508150","X62217","ENSMUSG00000031026",109449006,109508134,59129,"-",0,"overlapStart",0,"Trim66","330627"
"3064","chr7",109783214,109783614,401,"*","chr7_109783214_109783614","X62232","ENSMUSG00000034825",109758055,109782025,23971,"-",1188,"upstream",1188,"Nrip3","78593"
"3065","chr7",110221369,110221769,401,"*","chr7_110221369_110221769","X62244","ENSMUSG00000031015",110221703,110283503,61801,"+",0,"overlapStart",0,"Swap70","20947"
"3066","chr7",110862590,110862990,401,"*","chr7_110862590_110862990","X62260","ENSMUSG00000030787",110850607,110862953,12347,"-",0,"overlapStart",0,"Lyve1","114332"
"3067","chr7",110903295,110903695,401,"*","chr7_110903295_110903695","X62263","ENSMUSG00000087160",110904985,110905851,867,"+",1289,"upstream",1289,"Gm16336","100504184"
"3068","chr7",112535285,112535685,401,"*","chr7_112535285_112535685","X62321","ENSMUSG00000085049",112526972,112535683,8712,"-",0,"overlapStart",0,"Parvaos","102636183"
"3069","chr7",112678472,112678872,401,"*","chr7_112678472_112678872","X62328","ENSMUSG00000055320",112679318,112906807,227490,"+",445,"upstream",445,"Tead1","21676"
"3070","chr7",112953893,112954293,401,"*","chr7_112953893_112954293","X62348","ENSMUSG00000098132",112953962,112957457,3496,"+",0,"overlapStart",0,"Rassf10","78748"
