JLDY037E	JLDY037F	JLDY037G	JLDY037I	JLDY037J	JLDY037K
chr6_87750541_87750941	19	28	16	33	20	31
chr6_87762455_87762855	22	23	14	23	12	18
chr6_87819180_87819580	12	18	7	24	13	25
chr6_87876098_87876498	16	25	12	18	18	16
chr6_87877543_87877943	10	15	13	25	7	9
chr6_87893819_87894219	17	30	17	19	16	19
chr6_87937220_87937620	27	28	18	29	24	15
chr6_87952263_87952663	28	32	16	29	14	19
chr6_87969243_87969643	19	17	7	15	20	16
chr6_88059481_88059881	11	13	20	21	8	11
chr6_88061810_88062210	11	22	13	18	15	7
chr6_88100714_88101114	20	22	19	17	10	12
chr6_88178702_88179102	24	24	3	17	10	15
chr6_88181104_88181504	15	27	14	29	13	18
chr6_88215395_88215795	15	31	16	36	24	15
chr6_88292778_88293178	13	28	15	29	17	20
chr6_88297898_88298298	15	25	17	15	15	15
chr6_88319603_88320003	10	12	19	15	15	26
chr6_88321669_88322069	18	24	12	23	3	13
chr6_88358459_88358859	21	24	11	19	16	12
chr6_88430629_88431029	17	24	13	31	14	28
chr6_88449374_88449774	16	32	17	26	19	19
chr6_88559861_88560261	9	19	30	23	10	21
chr6_88642282_88642682	9	18	12	20	7	4
chr6_88649922_88650322	10	15	10	21	16	13
chr6_88688158_88688558	16	19	23	18	10	8
chr6_88693040_88693440	15	17	13	19	11	12
chr6_88698976_88699376	14	24	14	26	10	16
chr6_88708381_88708781	13	22	17	22	11	18
chr6_88730543_88730943	24	25	6	34	13	10
chr6_88758542_88758942	22	33	22	17	22	19
chr6_88845242_88845642	16	37	12	23	24	32
chr6_88865433_88865833	10	18	15	35	22	25
chr6_88881130_88881530	21	21	15	10	11	6
chr6_88917506_88917906	26	27	17	20	9	9
chr6_88944327_88944727	15	22	9	29	24	19
chr6_88985063_88985463	23	33	14	33	20	31
chr6_89001808_89002208	21	19	8	26	15	13
chr6_89038314_89038714	28	28	33	38	18	12
chr6_89042651_89043051	24	26	22	27	23	23
chr6_89095547_89095947	21	19	16	43	19	30
chr6_89107616_89108016	16	29	5	28	14	19
chr6_89148432_89148832	14	25	11	28	12	21
chr6_89168585_89168985	7	21	14	23	13	17
chr6_89185349_89185749	21	19	19	4	5	3
chr6_89212620_89213020	19	24	14	27	13	20
chr6_89236820_89237220	9	24	4	24	9	15
chr6_89268122_89268522	19	10	19	25	19	13
chr6_89281431_89281831	16	32	13	30	12	29
chr6_89291309_89291709	21	25	13	42	23	28
chr6_89365667_89366067	21	35	17	29	21	22
chr6_89407992_89408392	14	19	10	25	21	10
chr6_89451238_89451638	13	22	14	16	7	5
chr6_89506358_89506758	15	26	10	22	24	6
chr6_89525592_89525992	12	19	11	21	7	4
chr6_89556784_89557184	15	23	12	24	10	15
chr6_89567370_89567770	13	31	15	15	6	12
chr6_89615498_89615898	18	25	25	25	13	14
chr6_89630758_89631158	15	15	5	25	8	9
chr6_89637542_89637942	7	15	5	24	16	22
chr6_89640442_89640842	20	14	19	24	17	7
chr6_89654809_89655209	16	24	14	30	15	19
chr6_89696679_89697079	13	18	4	18	10	9
chr6_89706069_89706469	11	17	11	19	16	14
chr6_89763146_89763546	13	26	13	26	21	31
chr6_89771809_89772209	15	32	12	34	15	17
chr6_89773816_89774216	20	35	19	20	15	13
chr6_89779673_89780073	12	20	18	25	16	11
chr6_89782762_89783162	12	26	9	27	20	13
chr6_89796399_89796799	3	19	12	13	7	6
chr6_89816442_89816842	7	17	12	22	11	7
chr6_89828822_89829222	12	25	15	31	20	19
chr6_89835588_89835988	14	22	22	30	13	24
chr6_89839626_89840026	10	28	15	25	14	19
chr6_89852950_89853350	15	25	14	20	7	4
chr6_89855868_89856268	19	29	22	20	15	13
chr6_89866125_89866525	8	22	19	21	8	12
chr6_89911647_89912047	10	19	11	21	18	17
chr6_89942661_89943061	19	21	10	27	11	23
chr6_89947730_89948130	16	26	17	30	12	16
chr6_89993952_89994352	24	31	10	24	14	11
chr6_90016033_90016433	9	21	10	18	10	10
chr6_90064866_90065266	21	27	17	20	14	17
chr6_90081344_90081744	17	24	15	31	11	20
chr6_90094981_90095381	14	38	9	27	14	11
chr6_90117577_90117977	20	13	13	16	17	15
chr6_90187838_90188238	12	18	15	17	9	6
chr6_90209489_90209889	17	34	10	26	26	19
chr6_90232816_90233216	24	30	16	30	23	16
chr6_90247419_90247819	10	25	5	24	9	16
chr6_90284689_90285089	22	23	8	26	12	14
chr6_90288823_90289223	20	19	25	23	14	9
chr6_90295328_90295728	17	28	19	25	14	21
chr6_90306237_90306637	25	37	16	26	23	30
chr6_90355161_90355561	7	24	12	25	10	17
chr6_90370364_90370764	10	14	6	20	6	14
chr6_90399017_90399417	16	28	12	18	13	20
chr6_90434605_90435005	16	23	11	27	26	15
chr6_90446631_90447031	18	29	26	27	12	18
chr6_90500997_90501397	13	31	6	14	15	21
chr6_90508564_90508964	19	23	12	31	7	9
chr6_90518995_90519395	11	26	22	19	13	11
chr6_90527490_90527890	13	19	7	24	18	10
chr6_90535042_90535442	15	26	14	29	15	15
chr6_90571529_90571929	26	46	14	39	19	26
chr6_90582730_90583130	27	22	15	34	22	19
chr6_90690115_90690515	13	26	12	23	22	15
chr6_90814451_90814851	13	23	18	19	10	18
chr6_90827366_90827766	15	17	10	22	8	20
chr6_90858084_90858484	17	18	8	19	16	11
chr6_90905504_90905904	22	14	6	13	8	9
chr6_90969394_90969794	19	16	14	23	10	6
chr6_91003756_91004156	23	28	10	20	12	15
chr6_91044237_91044637	12	29	9	28	20	8
chr6_91045742_91046142	32	19	16	36	14	9
chr6_91069902_91070302	17	31	21	22	8	16
chr6_91091915_91092315	11	19	26	17	21	13
chr6_91136473_91136873	13	21	4	21	5	9
chr6_91198431_91198831	27	32	24	25	23	19
chr6_91222569_91222969	18	25	11	23	19	29
chr6_91234275_91234675	24	14	21	25	19	30
chr6_91282724_91283124	14	33	16	31	19	16
chr6_91311093_91311493	13	19	8	25	14	20
chr6_91331134_91331534	18	20	16	22	11	26
chr6_91349542_91349942	21	30	16	35	21	16
chr6_91357344_91357744	21	28	16	22	26	30
chr6_91365603_91366003	17	28	23	26	17	26
chr6_91399932_91400332	19	24	16	35	22	26
chr6_91417415_91417815	24	22	13	19	22	20
chr6_91421941_91422341	10	26	9	19	12	13
chr6_91428715_91429115	10	17	13	18	9	24
chr6_91433372_91433772	11	29	14	16	9	10
chr6_91456658_91457058	20	19	19	27	7	13
chr6_91510486_91510886	17	28	10	20	22	13
chr6_91525389_91525789	13	10	13	31	7	9
chr6_91542485_91542885	25	29	22	25	18	21
chr6_91543869_91544269	15	14	16	24	13	22
chr6_91549184_91549584	20	21	9	17	21	22
chr6_91580848_91581248	18	26	17	23	11	13
chr6_91585820_91586220	12	28	14	22	8	18
chr6_91598819_91599219	14	29	15	27	21	18
chr6_91633143_91633543	21	32	16	31	17	21
chr6_91765081_91765481	16	35	14	24	15	19
chr6_91823067_91823467	22	25	27	36	13	12
chr6_91836696_91837096	14	27	20	23	19	29
chr6_91846932_91847332	23	18	13	35	20	13
chr6_91862953_91863353	16	28	12	22	13	18
chr6_91872143_91872543	11	16	7	25	14	18
chr6_91873396_91873796	17	25	14	19	11	13
chr6_91928443_91928843	16	25	11	31	19	23
chr6_91942686_91943086	20	38	18	33	19	19
chr6_91960211_91960611	20	33	24	16	9	20
chr6_91972305_91972705	30	20	22	38	18	29
chr6_91994643_91995043	29	22	8	33	18	17
chr6_92004342_92004742	23	33	19	27	26	35
chr6_92009656_92010056	26	32	24	36	22	31
chr6_92045420_92045820	17	21	13	18	22	23
chr6_92050166_92050566	13	25	19	36	24	23
chr6_92069891_92070291	23	24	14	40	17	24
chr6_92077341_92077741	19	25	11	29	16	20
chr6_92080638_92081038	14	27	14	17	9	9
chr6_92175052_92175452	14	17	7	28	14	9
chr6_92189565_92189965	22	26	13	29	18	18
chr6_92220859_92221259	10	27	17	28	6	13
chr6_92234894_92235294	15	15	22	23	20	25
chr6_92242829_92243229	10	35	17	32	26	18
chr6_92243776_92244176	18	17	17	24	25	23
chr6_92257128_92257528	19	26	17	19	15	13
chr6_92266104_92266504	12	21	11	25	19	18
chr6_92269783_92270183	13	17	10	20	15	19
chr6_92328841_92329241	16	16	12	19	7	15
chr6_92331040_92331440	8	20	7	16	18	10
chr6_92356143_92356543	17	23	8	22	13	20
chr6_92376256_92376656	18	18	14	24	17	17
chr6_92411184_92411584	12	21	13	21	9	5
chr6_92749120_92749520	12	11	3	17	8	8
chr6_92764300_92764700	9	16	6	19	9	10
chr6_92779384_92779784	9	20	15	28	21	12
chr6_92801985_92802385	16	20	14	26	11	10
chr6_92816347_92816747	15	12	14	27	19	13
chr6_92823045_92823445	11	31	17	23	22	16
chr6_92857596_92857996	19	15	11	28	20	14
chr6_92862791_92863191	17	25	14	28	10	5
chr6_92869835_92870235	12	25	16	39	18	14
chr6_92880469_92880869	15	19	11	26	14	12
chr6_92901217_92901617	13	17	9	25	15	17
chr6_92917776_92918176	18	15	6	15	11	18
chr6_92926509_92926909	22	30	28	28	11	15
chr6_92954643_92955043	10	21	14	28	10	15
chr6_92962556_92962956	16	24	12	23	7	23
chr6_93000957_93001357	12	22	17	20	8	22
chr6_93026545_93026945	13	15	13	14	15	17
chr6_93137071_93137471	20	20	16	14	21	17
chr6_93167187_93167587	8	22	8	23	15	18
chr6_93194609_93195009	11	19	7	23	9	16
chr6_93334404_93334804	12	29	14	20	18	22
chr6_93358310_93358710	13	30	8	19	7	10
chr6_93510314_93510714	19	21	17	22	18	17
chr6_93534094_93534494	13	17	17	22	11	4
chr6_93553271_93553671	7	17	5	25	9	14
chr6_93605126_93605526	22	12	14	18	11	13
chr6_93629660_93630060	12	22	11	19	9	12
chr6_93678396_93678796	16	39	20	34	19	31
chr6_93715457_93715857	24	20	10	14	19	15
chr6_93727750_93728150	16	22	15	20	16	17
chr6_93856514_93856914	18	16	12	22	12	16
chr6_93914130_93914530	7	19	13	18	11	7
chr6_93922980_93923380	27	16	17	22	11	12
chr6_93935852_93936252	20	24	23	30	18	18
chr6_93938660_93939060	20	21	16	25	15	12
chr6_93990195_93990595	15	19	8	20	12	6
chr6_94078827_94079227	18	20	13	20	12	11
chr6_94087266_94087666	25	22	19	25	13	23
chr6_94128337_94128737	20	19	10	14	15	19
chr6_94136638_94137038	13	21	14	29	16	29
chr6_94140269_94140669	13	24	12	25	16	14
chr6_94164688_94165088	12	26	20	22	18	16
chr6_94176447_94176847	19	24	18	34	13	10
chr6_94193875_94194275	17	17	21	23	10	9
chr6_94215040_94215440	7	17	21	18	5	15
chr6_94254041_94254441	13	20	17	32	13	13
chr6_94265601_94266001	10	12	9	10	15	16
chr6_94284490_94284890	10	20	8	15	8	10
chr6_94354999_94355399	10	19	14	22	8	18
chr6_94357993_94358393	11	20	9	17	14	22
chr6_94385141_94385541	13	22	14	18	11	20
chr6_94418846_94419246	22	31	14	43	10	19
chr6_94441511_94441911	10	15	12	21	15	11
chr6_94456296_94456696	8	25	7	15	12	13
chr6_94520264_94520664	13	25	16	32	14	17
chr6_94528551_94528951	10	29	15	23	11	16
chr6_94533373_94533773	19	30	13	34	16	11
chr6_94541099_94541499	23	29	20	37	18	28
chr6_94554380_94554780	15	25	15	37	13	15
chr6_94560442_94560842	12	20	8	20	10	9
chr6_94580415_94580815	12	22	14	24	19	20
chr6_94620367_94620767	23	42	17	30	18	25
chr6_94666916_94667316	22	24	22	29	16	12
chr6_94668482_94668882	23	21	16	22	9	12
chr6_94682028_94682428	15	22	18	31	9	22
chr6_94683890_94684290	13	25	14	28	17	14
chr6_94697106_94697506	21	24	19	29	26	13
chr6_94708599_94708999	14	24	8	26	14	14
chr6_94718475_94718875	20	25	14	19	16	18
chr6_94740209_94740609	13	12	9	25	17	10
chr6_94747277_94747677	14	7	13	21	14	21
chr6_94754310_94754710	19	24	18	21	16	17
chr6_94760706_94761106	16	29	18	25	19	19
chr6_94777167_94777567	17	32	29	22	13	17
chr6_94820999_94821399	23	19	11	20	12	19
chr6_94901635_94902035	13	29	17	18	14	14
chr6_94911423_94911823	18	24	14	20	20	17
chr6_94950471_94950871	13	21	10	23	13	22
chr6_94952309_94952709	15	15	11	24	19	12
chr6_95137062_95137462	16	21	8	23	11	10
chr6_95150658_95151058	13	17	11	25	11	13
chr6_95216576_95216976	9	24	11	25	12	8
chr6_95226119_95226519	11	10	15	13	13	10
chr6_95246154_95246554	7	15	7	10	16	13
chr6_95407070_95407470	18	22	8	21	14	10
chr6_95432242_95432642	15	20	12	21	14	15
chr6_95445003_95445403	10	23	9	17	11	15
chr6_95449100_95449500	11	26	19	11	12	13
chr6_95452066_95452466	9	14	17	22	8	21
chr6_95473680_95474080	10	21	13	23	17	20
chr6_95483427_95483827	21	44	23	41	24	33
chr6_95514675_95515075	15	25	14	31	13	23
chr6_95593521_95593921	19	26	24	31	18	17
chr6_95608469_95608869	14	23	24	19	8	14
chr6_95615001_95615401	16	29	18	28	18	26
chr6_95650398_95650798	9	15	9	20	12	5
chr6_95668518_95668918	14	22	12	20	13	18
chr6_95692419_95692819	17	20	15	21	13	20
chr6_95702592_95702992	16	24	33	40	25	23
chr6_95707991_95708391	20	25	12	34	13	16
chr6_95740342_95740742	18	23	12	14	10	15
chr6_95766388_95766788	17	28	18	26	19	12
chr6_95779407_95779807	15	20	16	30	18	18
chr6_95807196_95807596	21	15	11	24	14	20
chr6_95814525_95814925	9	19	7	15	18	9
chr6_95854537_95854937	22	20	10	25	14	17
chr6_95866453_95866853	8	27	14	26	15	6
chr6_95876368_95876768	13	20	11	18	11	9
chr6_95885399_95885799	20	11	12	23	8	14
chr6_95904362_95904762	19	20	13	20	8	22
chr6_95915156_95915556	17	24	11	26	20	13
chr6_95930983_95931383	12	19	11	17	11	11
chr6_95945190_95945590	12	31	14	28	16	23
chr6_95951915_95952315	14	27	8	26	13	14
chr6_95959398_95959798	14	14	16	21	14	7
chr6_96116963_96117363	18	15	6	24	10	10
chr6_96118968_96119368	11	12	7	15	16	15
chr6_96151305_96151705	11	25	12	17	8	10
chr6_96152656_96153056	16	16	11	30	14	12
chr6_96165553_96165953	10	21	12	37	17	20
chr6_96426687_96427087	3	12	14	21	12	10
chr6_96622678_96623078	12	13	9	23	14	13
chr6_96761993_96762393	16	15	7	26	14	9
chr6_96775951_96776351	21	14	14	24	14	15
chr6_96777919_96778319	19	14	21	18	20	11
chr6_96846515_96846915	13	23	19	21	14	18
chr6_96877084_96877484	17	19	18	15	11	13
chr6_96921932_96922332	19	21	13	23	12	16
chr6_97014162_97014562	20	27	19	29	18	23
chr6_97025117_97025517	13	21	8	16	9	11
chr6_97032980_97033380	12	22	11	20	17	13
chr6_97041974_97042374	23	28	16	22	26	14
chr6_97060151_97060551	20	18	11	19	17	15
chr6_97076554_97076954	13	24	13	20	16	18
chr6_97080723_97081123	13	20	15	24	14	14
chr6_97134760_97135160	7	20	8	17	7	9
chr6_97232210_97232610	11	33	9	24	10	12
chr6_97259874_97260274	17	20	11	18	7	11
chr6_97293260_97293660	18	14	23	22	19	25
chr6_97306544_97306944	23	29	10	33	13	14
chr6_97308984_97309384	16	15	14	27	16	29
chr6_97320919_97321319	15	23	23	16	10	14
chr6_97322297_97322697	15	25	17	34	13	20
chr6_97339205_97339605	28	28	21	28	14	12
chr6_97340348_97340748	15	23	18	26	18	20
chr6_97354985_97355385	22	26	22	24	15	17
chr6_97382051_97382451	7	18	6	13	4	11
chr6_97403927_97404327	17	29	11	22	9	14
chr6_97409895_97410295	24	14	15	25	12	8
chr6_97412368_97412768	13	18	14	23	20	10
chr6_97417127_97417527	19	16	7	22	13	13
chr6_97423073_97423473	28	18	12	29	7	26
chr6_97449293_97449693	17	23	30	17	11	18
chr6_97463846_97464246	19	22	13	30	10	19
chr6_97479377_97479777	15	22	17	37	15	14
chr6_97490368_97490768	22	27	22	33	12	20
chr6_97503122_97503522	14	29	28	29	22	19
chr6_97508234_97508634	20	23	14	26	12	14
chr6_97509742_97510142	22	31	16	25	16	13
chr6_97524508_97524908	15	18	22	26	11	21
chr6_97534842_97535242	14	21	17	20	20	9
chr6_97551187_97551587	19	22	12	23	14	17
chr6_97559978_97560378	19	32	12	38	23	22
chr6_97586227_97586627	10	19	16	17	18	15
chr6_97594612_97595012	19	28	17	32	14	19
chr6_97603699_97604099	16	16	19	23	15	15
chr6_97616946_97617346	14	18	12	21	10	14
chr6_97623555_97623955	17	39	15	38	22	22
chr6_97639215_97639615	16	16	12	19	9	18
chr6_97659262_97659662	12	18	9	22	20	19
chr6_97666812_97667212	15	19	9	18	8	11
chr6_97707877_97708277	13	6	6	18	13	10
chr6_97736664_97737064	15	35	17	40	18	16
chr6_97741390_97741790	14	24	11	25	12	23
chr6_97791009_97791409	10	26	5	29	12	17
chr6_97807473_97807873	12	24	19	19	9	7
chr6_97809928_97810328	20	12	7	18	8	9
chr6_97848069_97848469	8	20	21	22	9	12
chr6_97857626_97858026	16	20	12	25	13	14
chr6_97874889_97875289	9	25	10	13	14	19
chr6_97886782_97887182	10	11	12	17	18	10
chr6_97916275_97916675	15	24	17	29	11	11
chr6_97929436_97929836	16	30	14	25	23	22
chr6_97940972_97941372	11	18	7	17	5	20
chr6_97990127_97990527	9	21	14	28	17	10
chr6_97995677_97996077	12	26	17	24	10	16
chr6_98017803_98018203	18	17	18	27	12	19
chr6_98072643_98073043	14	26	17	20	14	12
chr6_98101716_98102116	12	23	20	30	17	12
chr6_98182721_98183121	9	10	11	31	17	10
chr6_98275941_98276341	10	24	9	15	10	17
chr6_98529074_98529474	10	23	5	19	8	14
chr6_98613821_98614221	11	19	6	31	13	17
chr6_98644431_98644831	10	20	17	14	13	6
chr6_98666766_98667166	11	19	8	22	13	15
chr6_98696328_98696728	20	17	10	18	9	15
chr6_98703771_98704171	19	15	7	19	19	7
chr6_98712357_98712757	18	20	13	27	13	14
chr6_98782086_98782486	17	15	11	21	8	8
chr6_98852236_98852636	18	21	15	24	13	17
chr6_98919665_98920065	16	22	13	22	13	8
chr6_98920359_98920759	18	14	10	14	16	11
chr6_98933315_98933715	10	25	10	20	18	19
chr6_98990149_98990549	16	17	15	25	9	15
chr6_98999032_98999432	10	14	5	21	15	4
chr6_99007335_99007735	12	17	13	23	6	23
chr6_99009718_99010118	15	23	13	20	14	16
chr6_99014117_99014517	18	17	15	17	9	10
chr6_99016232_99016632	15	21	14	18	12	13
chr6_99062722_99063122	13	28	8	26	14	19
chr6_99087515_99087915	18	23	15	34	10	19
chr6_99175421_99175821	16	16	14	29	14	20
chr6_99186454_99186854	12	18	14	20	11	21
chr6_99206050_99206450	13	29	21	24	21	18
chr6_99216976_99217376	13	20	9	31	16	18
chr6_99263296_99263696	20	26	12	21	13	12
chr6_99283270_99283670	15	18	10	21	12	26
chr6_99319717_99320117	12	13	18	28	17	13
chr6_99362963_99363363	11	10	13	24	12	14
chr6_99369742_99370142	20	24	14	20	9	13
chr6_99389153_99389553	8	25	9	19	13	8
chr6_99439774_99440174	15	23	19	31	10	5
chr6_99451790_99452190	12	22	11	21	15	10
chr6_99479214_99479614	21	25	14	28	10	21
chr6_99502331_99502731	15	20	13	28	17	13
chr6_99516082_99516482	7	23	13	6	12	13
chr6_99552507_99552907	8	23	9	21	6	13
chr6_99560804_99561204	14	20	11	23	15	13
chr6_99574656_99575056	11	23	11	21	8	22
chr6_99678259_99678659	16	16	16	24	12	12
chr6_99734625_99735025	26	28	21	29	18	11
chr6_99752878_99753278	15	16	15	21	10	16
chr6_99770400_99770800	17	18	11	22	18	14
chr6_99774494_99774894	15	30	9	31	14	19
chr6_99793068_99793468	13	20	12	25	19	14
chr6_99801085_99801485	18	26	10	21	8	15
chr6_99805306_99805706	27	19	9	28	16	15
chr6_99811618_99812018	17	18	13	26	18	12
chr6_99821027_99821427	25	33	21	48	17	23
chr6_99831455_99831855	5	20	17	10	18	14
chr6_99843544_99843944	18	20	17	36	9	13
chr6_99849908_99850308	23	35	18	31	15	10
chr6_99859955_99860355	11	16	20	24	18	9
chr6_99884785_99885185	17	34	21	28	16	22
chr6_99894344_99894744	26	29	13	26	15	13
chr6_99901790_99902190	19	28	17	40	16	15
chr6_99907328_99907728	17	19	13	22	17	20
chr6_99913085_99913485	11	25	23	20	19	28
chr6_99924695_99925095	22	24	11	37	16	15
chr6_99927151_99927551	16	27	17	22	20	11
chr6_99934169_99934569	17	19	12	30	15	18
chr6_99946333_99946733	16	31	13	35	11	17
chr6_99955139_99955539	20	39	30	40	23	24
chr6_99973564_99973964	12	15	13	24	13	21
chr6_99979121_99979521	19	25	12	40	10	14
chr6_99988829_99989229	14	22	17	36	21	21
chr6_100079277_100079677	16	23	7	20	17	17
chr6_100085840_100086240	16	22	11	26	8	11
chr6_100129439_100129839	21	33	17	43	13	17
chr6_100136172_100136572	28	38	31	21	23	27
chr6_100155753_100156153	22	25	15	40	18	20
chr6_100201906_100202306	17	33	15	36	20	18
chr6_100288368_100288768	11	23	8	24	14	20
chr6_100298766_100299166	18	20	16	35	19	18
chr6_100307413_100307813	18	21	15	34	23	19
chr6_100315252_100315652	17	17	17	37	24	21
chr6_100400343_100400743	20	29	25	22	12	12
chr6_100408555_100408955	16	27	16	33	14	30
chr6_100422051_100422451	18	28	30	36	13	28
chr6_100493428_100493828	29	30	10	20	15	21
chr6_100519250_100519650	18	31	18	42	27	31
chr6_100542774_100543174	17	25	11	30	14	24
chr6_100567059_100567459	25	40	25	38	17	31
chr6_100577437_100577837	15	29	19	36	23	18
chr6_100603292_100603692	25	32	15	21	15	30
chr6_100610771_100611171	18	28	15	31	14	16
chr6_100627509_100627909	21	18	17	21	8	14
chr6_100644450_100644850	19	20	18	26	13	13
chr6_100649871_100650271	12	27	11	18	24	15
chr6_100659599_100659999	15	15	17	16	20	15
chr6_100677452_100677852	19	15	12	13	16	9
chr6_100683042_100683442	15	19	16	24	16	18
chr6_100685016_100685416	13	21	12	24	12	13
chr6_100696392_100696792	11	19	9	19	9	22
chr6_100725479_100725879	30	23	23	37	6	15
chr6_100744358_100744758	20	28	18	30	18	22
chr6_100778566_100778966	15	22	9	33	24	20
chr6_100879085_100879485	17	32	26	29	21	20
chr6_100889352_100889752	23	19	24	22	17	23
chr6_100910572_100910972	17	16	22	25	17	19
chr6_100954080_100954480	15	22	18	16	6	10
chr6_100977282_100977682	13	16	10	21	14	15
chr6_100984572_100984972	14	23	9	21	8	4
chr6_101030594_101030994	20	25	11	31	16	19
chr6_101037064_101037464	10	18	10	19	11	15
chr6_101046709_101047109	13	20	9	21	11	9
chr6_101061880_101062280	24	32	15	26	23	25
chr6_101077370_101077770	6	29	19	23	15	13
chr6_101103088_101103488	7	12	8	22	9	18
chr6_101107426_101107826	27	28	9	21	14	6
chr6_101151361_101151761	20	34	19	24	22	22
chr6_101157784_101158184	6	22	13	17	6	7
chr6_101175949_101176349	23	15	12	19	10	13
chr6_101201445_101201845	11	23	19	15	13	19
chr6_101214707_101215107	11	19	7	10	12	16
chr6_101270313_101270713	13	25	18	15	16	12
chr6_101273037_101273437	11	20	11	21	12	11
chr6_101293072_101293472	15	15	18	24	11	20
chr6_101304458_101304858	11	19	8	20	20	15
chr6_101308485_101308885	18	20	8	15	7	10
chr6_101365965_101366365	6	16	5	17	11	19
chr6_101374796_101375196	13	22	10	27	18	19
chr6_101490151_101490551	10	17	7	21	10	9
chr6_101521274_101521674	5	8	10	15	12	16
chr6_101670816_101671216	11	21	16	20	9	14
chr6_101678031_101678431	13	14	8	20	19	13
chr6_101762009_101762409	14	24	9	24	11	17
chr6_101802687_101803087	9	15	18	24	8	13
chr6_101825165_101825565	12	19	12	19	18	17
chr6_101868772_101869172	18	28	14	21	14	17
chr6_101895602_101896002	14	21	14	25	11	18
chr6_102071621_102072021	16	22	14	21	16	14
chr6_102226051_102226451	16	19	19	19	16	20
chr6_102654553_102654953	14	28	8	29	18	20
chr6_102731984_102732384	18	16	12	16	10	12
chr6_102734749_102735149	19	15	8	24	3	13
chr6_102810872_102811272	1	19	6	15	5	9
chr6_102816982_102817382	13	20	12	17	14	17
chr6_102824705_102825105	19	23	14	31	17	25
chr6_102973428_102973828	19	17	9	20	14	11
chr6_103121238_103121638	14	25	11	8	5	16
chr6_103134836_103135236	19	20	9	23	10	14
chr6_103215449_103215849	18	23	17	25	15	21
chr6_103248314_103248714	11	23	10	23	13	7
chr6_103327552_103327952	21	20	7	26	14	15
chr6_103470329_103470729	10	20	16	13	11	14
chr6_103831295_103831695	15	21	12	18	9	11
chr6_103847040_103847440	24	21	11	25	12	12
chr6_103900780_103901180	20	26	12	19	16	14
chr6_104078091_104078491	15	24	12	24	13	12
chr6_104173419_104173819	8	19	6	18	8	17
chr6_104191823_104192223	14	26	12	38	12	22
chr6_104269630_104270030	14	16	11	21	13	10
chr6_104406521_104406921	12	21	13	22	12	14
chr6_104447260_104447660	7	12	16	18	3	9
chr6_104637238_104637638	14	18	12	16	9	12
chr6_104783609_104784009	15	29	11	24	15	21
chr6_104815688_104816088	12	21	10	29	13	17
chr6_104897921_104898321	19	24	11	29	16	11
chr6_105030704_105031104	18	19	14	28	11	20
chr6_105063533_105063933	28	30	12	40	18	24
chr6_105231974_105232374	18	18	16	17	10	16
chr6_105427106_105427506	20	15	18	20	12	18
chr6_105462257_105462657	15	21	18	30	16	12
chr6_105519161_105519561	12	18	10	21	11	6
chr6_106312356_106312756	18	22	16	30	11	24
chr6_106769181_106769581	12	21	10	21	12	14
chr6_106855436_106855836	6	13	8	16	6	19
chr6_106885830_106886230	5	20	14	22	11	4
chr6_107034495_107034895	8	13	16	16	7	7
chr6_107070398_107070798	17	21	9	13	12	12
chr6_107092490_107092890	20	25	13	23	20	14
chr6_107280394_107280794	13	29	11	27	19	8
chr6_107627600_107628000	11	17	8	20	18	7
chr6_107655867_107656267	9	20	4	20	15	16
chr6_107740122_107740522	20	25	17	20	23	13
chr6_107830397_107830797	21	16	11	26	18	16
chr6_107937046_107937446	17	21	8	21	12	14
chr6_108013441_108013841	15	22	14	30	16	11
chr6_108033515_108033915	19	26	12	28	14	22
chr6_108112374_108112774	17	21	7	24	16	19
chr6_108218178_108218578	10	25	10	20	10	21
chr6_108235860_108236260	17	24	14	25	14	9
chr6_108357982_108358382	17	19	10	18	16	11
chr6_108396765_108397165	13	19	9	20	15	17
chr6_108403144_108403544	16	14	8	16	14	16
chr6_108416686_108417086	13	23	8	30	12	11
chr6_108429874_108430274	17	14	7	14	16	14
chr6_108458867_108459267	16	17	10	19	19	17
chr6_108532816_108533216	15	17	18	22	18	21
chr6_108565220_108565620	12	15	11	23	16	13
chr6_108669642_108670042	15	19	19	22	10	19
chr6_108678277_108678677	14	32	15	24	17	14
chr6_108776816_108777216	10	20	9	22	25	9
chr6_108836061_108836461	10	19	7	23	18	15
chr6_108858557_108858957	13	16	9	26	14	19
chr6_108864555_108864955	15	22	9	18	12	15
chr6_108866408_108866808	12	23	12	13	15	10
chr6_109064048_109064448	19	13	8	22	14	6
chr6_109125440_109125840	5	16	11	9	6	14
chr6_109140450_109140850	11	21	19	12	7	12
chr6_109144786_109145186	13	23	7	22	17	14
chr6_109148131_109148531	8	20	10	27	16	12
chr6_109202266_109202666	22	30	15	16	13	10
chr6_109214321_109214721	16	32	24	23	7	12
chr6_109240970_109241370	12	12	13	17	11	15
chr6_109289569_109289969	8	21	16	20	7	8
chr6_109367584_109367984	18	20	12	17	16	12
chr6_109427590_109427990	16	27	11	22	10	11
chr6_109702045_109702445	19	22	13	33	14	16
chr6_109716060_109716460	14	25	15	17	10	18
chr6_109768142_109768542	15	23	3	22	8	15
chr6_110044716_110045116	14	21	17	13	6	11
chr6_110220277_110220677	12	15	11	18	10	15
chr6_111153988_111154388	8	22	8	17	6	13
chr6_111545956_111546356	15	19	12	17	12	8
